ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,Full Address,"Lat, Lng",lat,lng
02M438,M,1,M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,High school,1,2,2,40 IRVING PLACE,NY,10003,Gaylea Prichard-Silvers,212-533-2560,212-228-2946,"09,SE",NEW YORK,"40 IRVING PLACE,NY","40.7355392, -73.9874498",40.7355392,-73.9874498
24Q330,Q,4,Q330,P.S. 330,Elementary,1,24,24,86-37 53RD AVENUE,NY,11373,Lashawnna Harris,718-457-0370,718-457-0376,"0K,SE",QUEENS,"86-37 53RD AVENUE,NY","40.7358832, -73.8785389153901",40.7358832,-73.87853892
25Q219 ,Q,4,Q219,P.S. 219 PAUL KLAPPER,K-8,1,25,25,144-39 GRAVETT ROAD,NY,11367,Frederick Wright,718-793-2130,718-793-1039,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,"144-39 GRAVETT ROAD,NY","40.7360837, -73.8232832149582",40.7360837,-73.82328321
26Q188 ,Q,4,Q188,P.S. 188 KINGSBURY,Elementary,1,26,26,218-12 HARTLAND AVENUE,NY,11364,JANET CARAISCO,718-464-5768,718-464-5771,"PK,0K,01,02,03,04,05,SE",QUEENS,"218-12 HARTLAND AVENUE,NY","40.7361075, -73.7536253617142",40.7361075,-73.75362536
24Q005 ,Q,4,Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,Junior High-Intermediate-Middle,1,24,24,50-40 JACOBUS STREET,NY,11373,Michael Dantona,718-205-6788,718-429-6518,"06,07,08,SE",QUEENS,"50-40 JACOBUS STREET,NY","40.73737175, -73.8878956746552",40.73737175,-73.88789567
24Q550 ,Q,4,Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,High school,1,24,24,105-25 HORACE HARDING EXPY N,NY,11368,ANA R. ZAMBRANO-BURAKOV,718-271-8383,718-271-7196,"09,10,11,12,SE",QUEENS,"105-25 HORACE HARDING EXPY N,NY","40.7375492, -73.8530016",40.7375492,-73.8530016
26Q205 ,Q,4,Q205,P.S. 205 ALEXANDER GRAHAM BELL,Elementary,1,26,26,75-25 BELL BOULEVARD,NY,11364,Karen Scott-Piazza,718-464-5773,718-464-5875,"PK,0K,01,02,03,04,05,SE",QUEENS,"75-25 BELL BOULEVARD,NY","40.7377292, -73.7562337540297",40.7377292,-73.75623375
25Q425 ,Q,4,Q425,JOHN BOWNE HIGH SCHOOL,High school,1,25,25,63-25 MAIN STREET,NY,11367,HOWARD KWAIT,718-263-1919,718-575-4069,"09,10,11,12,SE",QUEENS,"63-25 MAIN STREET,NY","40.73865415, -73.8243065438376",40.73865415,-73.82430654
25Q499 ,Q,4,Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TE",K-8,1,25,25,148-20 REEVES AVENUE,NY,11367,HELENE JACOB,718-461-7462,718-461-7244,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,"148-20 REEVES AVENUE,NY","40.73869315, -73.8209182229096",40.73869315,-73.82091822
24Q007 ,Q,4,Q007,P.S. 007 LOUIS F. SIMEONE,Elementary,1,24,24,80-55 CORNISH AVENUE,NY,11373,SARA TUCCI,718-446-2726,718-397-7916,"0K,01,02,03,SE",QUEENS,"80-55 CORNISH AVENUE,NY","40.73965325, -73.8826750402363",40.73965325,-73.88267504
26Q430 ,Q,4,Q430,FRANCIS LEWIS HIGH SCHOOL,High school,1,26,26,58-20 UTOPIA PARKWAY,NY,11365,Musa Ali Shama,718-281-8200,718-746-2017,"09,10,11,12,SE",QUEENS,"58-20 UTOPIA PARKWAY,NY","40.7406935, -73.793755809267",40.7406935,-73.79375581
24Q014 ,Q,4,Q014,P.S. 014 FAIRVIEW,Elementary,1,24,24,107-01 OTIS AVENUE,NY,11368,ROSEMARY SKLAR,718-699-6071,718-699-3224,"0K,01,02,03,04,05,SE",QUEENS,"107-01 OTIS AVENUE,NY","40.740846, -73.8541913",40.740846,-73.8541913
75Q004 ,Q,4,Q004,P.S. Q004,K-12 all grades,1,26,75,196-25 PECK AVENUE,NY,11365,MARCY BERGER,718-264-0916,718-264-1205,"PK,0K,01,02,03,04,05,06,07,SE",QUEENS,"196-25 PECK AVENUE,NY","40.7416991, -73.778168896417",40.7416991,-73.7781689
24Q293 ,Q,4,Q293,CIVIC LEADERSHIP ACADEMY,High school,1,24,24,45-10 94TH STREET,NY,11373,PHUONG NGUYEN,718-271-1487,718-271-3408,"09,10,11,SE",QUEENS,"45-10 94TH STREET,NY","40.74336015, -73.8714977",40.74336015,-73.8714977
24Q744 ,Q,4,Q744,VOYAGES PREPARATORY,High school,1,24,24,45-10 94TH STREET,NY,11373,JOAN KLINGSBERG,718-271-7851,718-271-8549,"09,10,11,12,SE",QUEENS,"45-10 94TH STREET,NY","40.74336015, -73.8714977",40.74336015,-73.8714977
24Q296 ,Q,4,Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,High school,1,24,24,45-10 94TH STREET,NY,11373,MARCELLA BARROS,718-271-3602,718-271-4041,"09,10,11,12",QUEENS,"45-10 94TH STREET,NY","40.74336015, -73.8714977",40.74336015,-73.8714977
24Q520 ,Q,4,Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,High school,1,24,24,45-35 VAN DAM STREET,NY,11101,LINDA SIEGMUND,718-392-3330,718-392-3315,"09,10,11,12,SE",QUEENS,"45-35 VAN DAM STREET,NY","40.7436016, -73.9335904",40.7436016,-73.9335904
24Q530 ,Q,4,Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,High school,1,30,24,31-10 THOMSON AVENUE,NY,11101,LEE PAN,718-482-5455,718-392-6904,"09,10,11,12",QUEENS,"31-10 THOMSON AVENUE,NY","40.7438487, -73.9351664871433",40.7438487,-73.93516649
02M116 ,M,1,M116,P.S. 116 MARY LINDLEY MURRAY,Elementary,1,2,2,210 EAST  33 STREET,NY,10016,JANE HSU,212-685-4366,212-696-1009,"0K,01,02,03,04,05,SE",MANHATTAN,"210 EAST  33 STREET,NY","40.7441414, -73.9762214",40.7441414,-73.9762214
02M500 ,M,1,M500,UNITY CENTER FOR URBAN TECHNOLOGIES,High school,1,2,2,111 EAST  33 STREET,NY,10016,FAUSTO DE LA ROSA,212-343-8038,212-343-8044,"09,10,11,12,SE",MANHATTAN,"111 EAST  33 STREET,NY","40.7441414, -73.9762214",40.7441414,-73.9762214
02M620 ,M,1,M620,NORMAN THOMAS HIGH SCHOOL,High school,1,2,2,111 EAST  33 STREET,NY,10016,PHILIP MARTIN JR,212-576-0500,212-545-9648,"09,10,11,12,SE",NEW YORK,"111 EAST  33 STREET,NY","40.7441414, -73.9762214",40.7441414,-73.9762214
02M432,M,1,M432,MURRAY HILL ACADEMY,High school,1,2,2,111 EAST  33 STREET,NY,10016,Anita Manninen Felix,212-696-0195,212-696-2498,"09,11,12,SE",NEW YORK,"111 EAST  33 STREET,NY","40.7441414, -73.9762214",40.7441414,-73.9762214
02M427,M,1,M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High school,1,2,2,111 EAST  33 STREET,NY,10016,Siv Boletsis,718 935-4087,TBD,"09,SE",MANHATTAN,"111 EAST  33 STREET,NY","40.7441414, -73.9762214",40.7441414,-73.9762214
29Q208 ,Q,4,Q208,P.S. / I.S. 208,K-8,1,29,29,74-30 COMMONWEALTH BLVD,NY,11426,JAMES PHILEMY,718-468-6420,718-468-5054,"0K,01,02,03,04,05,06,07,08,SE",QUEENS,"74-30 COMMONWEALTH BLVD,NY","40.7442888, -73.7272807988046",40.7442888,-73.7272808
30Q078 ,Q,4,Q078,P.S. 078,Elementary,1,30,30,48-09 CENTER BOULEVARD,NY,11109,LOUIS PAVONE,718-392-5402,718-392-5434,"PK,0K,01,02,03,04,05,SE",QUEENS,"48-09 CENTER BOULEVARD,NY","40.7444646, -73.9576657",40.7444646,-73.9576657
26Q566 ,Q,4,Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND T",High school,1,26,26,74-20 COMMONWEALTH BLVD,NY,11426,ERIC CONTRERAS,718-736-7100,718-736-7125,"09,10,11,12,SE",QUEENS,"74-20 COMMONWEALTH BLVD,NY","40.7445126, -73.7288702287536",40.7445126,-73.72887023
24Q264 ,Q,4,Q264,ACADEMY OF FINANCE AND  ENTERPRISE,High school,1,24,24,30-20 THOMSON AVENUE,NY,11101,GILBERTO VEGA,718-389-3623,718-389-3724,"09,10,11,12,SE",QUEENS,"30-20 THOMSON AVENUE,NY","40.7446962, -73.9368950193092",40.7446962,-73.93689502
24Q267 ,Q,4,Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,High school,1,24,24,30-20 THOMSON AVENUE,NY,11101,DANIEL KORB,718-389-3163,718-389-3427,"09,10,11,12,SE",QUEENS,"30-20 THOMSON AVENUE,NY","40.7446962, -73.9368950193092",40.7446962,-73.93689502
24Q299 ,Q,4,Q299,BARD HIGH SCHOOL EARLY COLLEGE II,High school,1,24,24,30-20 THOMSON AVENUE,NY,11101,VALERI THOMSON,718-361-3133,718-361-6742,"09,10,11,12",QUEENS,"30-20 THOMSON AVENUE,NY","40.7446962, -73.9368950193092",40.7446962,-73.93689502
26Q074 ,Q,4,Q074,J.H.S. 074 NATHANIEL HAWTHORNE,Junior High-Intermediate-Middle,1,26,26,61-15 OCEANIA STREET,NY,11364,ANDREA DAPOLITO,718-631-6800,718-631-6899,"06,07,08,SE",QUEENS,"61-15 OCEANIA STREET,NY","40.74505005, -73.7668349894142",40.74505005,-73.76683499
30Q011 ,Q,4,Q011,P.S. 011 KATHRYN PHELAN,Elementary,1,30,30,54-25 SKILLMAN AVENUE,NY,11377,ANNA EFKARPIDES,718-779-2090,718-458-6362,"0K,01,02,03,04,05,06,SE",QUEENS,"54-25 SKILLMAN AVENUE,NY","40.7454313, -73.9088449",40.7454313,-73.9088449
26Q266 ,Q,4,Q266,P.S. / I.S. 266,K-8,1,26,26,74-10 COMMONWEALTH BOULEVARD,NY,11426,NICOLE SCOTT,718-479-3920,718-479-2482,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,"74-10 COMMONWEALTH BOULEVARD,NY","40.7454986, -73.728185994012",40.7454986,-73.72818599
75Q023 ,Q,4,Q023,P.S. Q023 @ QUEENS CHILDREN CENTER,K-12 all grades,1,26,75,74-03 COMMONWEALTH BOULEVARD,NY,11426,JACQUELINE JONES,718-264-4880,718-264-4836,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,"74-03 COMMONWEALTH BOULEVARD,NY","40.7458334, -73.7264837",40.7458334,-73.7264837
24Q089 ,Q,4,Q089,P.S. 089 ELMHURST,Elementary,1,24,24,85-28 BRITTON AVENUE,NY,11373,CASPER CACIOPPO,718-898-2230,718-672-3066,"0K,01,02,03,04,05,SE",QUEENS,"85-28 BRITTON AVENUE,NY","40.74592705, -73.8797861539619",40.74592705,-73.87978615
02M260 ,M,1,M260,M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS,Junior High-Intermediate-Middle,1,2,2,425 WEST 33RD STREET,NY,10001,JOSEPH ANDERSON,212-695-9114,212-695-9611,"06,07,08,SE",New York,"425 WEST 33RD STREET,NY","40.7464048, -73.9313333",40.7464048,-73.9313333
30Q502 ,Q,4,Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,High school,1,30,30,21-16 44TH ROAD,NY,11101,Dr. Nancy E. Casella,718-937-4270,718-937-5236,"09,10,11,12,SE",QUEENS,"21-16 44TH ROAD,NY","40.7486237, -73.9464429",40.7486237,-73.9464429
24Q307 ,Q,4,Q307,PIONEER ACADEMY,Early Childhood,1,24,24,40-20 100TH STREET,NY,11368,CECILIA JACKSON,718-779-5068,718-779-5109,"PK,0K,01,02,03,SE",QUEENS,"40-20 100TH STREET,NY","40.7489511, -73.8654847993973",40.7489511,-73.8654848
24Q019 ,Q,4,Q019,P.S. 019 MARINO JEANTET,Elementary,1,24,24,98-02 ROOSEVELT AVENUE,NY,11368,GENIE CALIBAR,718-424-5859,718-424-7953,"0K,01,02,03,04,05,SE",QUEENS,"98-02 ROOSEVELT AVENUE,NY","40.7492011, -73.867037",40.7492011,-73.867037
25Q237 ,Q,4,Q237,I.S. 237,Junior High-Intermediate-Middle,1,25,25,46-21 COLDEN STREET,NY,11355,JUDITH FRIEDMAN,718-353-6464,718-460-6427,"06,07,08,SE",QUEENS,"46-21 COLDEN STREET,NY","40.7498524, -73.8217513",40.7498524,-73.8217513
25Q281 ,Q,4,Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,Secondary School,1,25,25,46-21 COLDEN STREET,NY,11355,Ben Sherman,718-353-0009,718-353-3772,"06,07,08,09,10,11,12,SE",QUEENS,"46-21 COLDEN STREET,NY","40.7498524, -73.8217513",40.7498524,-73.8217513
84Q705,Q,4,Q705,"RENAISSANCE CHARTER SCHOOL, THE",K-12 all grades,2,30,84,35-59 81ST STREET,NY,11372,Stacey Gauthier,718-803-0060,718-803-3785,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,"35-59 81ST STREET,NY","40.7499509, -73.8851651",40.7499509,-73.8851651
13K265 ,K,2,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,Secondary School,1,13,13,101 PARK AVENUE,NY,11205,PAULA HOLMES,718-834-6760,718-834-6776,"06,07,08,09,10,11,12,SE",BROOKLYN,"101 PARK AVENUE,NY","40.7508354, -73.9776093593428",40.7508354,-73.97760936
25Q024 ,Q,4,Q024,P.S. 024 ANDREW JACKSON,Elementary,1,25,25,141-11 HOLLY AVENUE,NY,11355,LORI GOLAN,718-359-2288,718-460-3251,"0K,01,02,03,04,05,SE",QUEENS,"141-11 HOLLY AVENUE,NY","40.7518795, -73.8177020421111",40.7518795,-73.81770204
26Q415 ,Q,4,Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,High school,1,26,26,57-00 223RD STREET,NY,11364,GERALD MARTORI,718-279-6500,718-631-7880,"09,10,11,12,SE",QUEENS,"57-00 223RD STREET,NY","40.7519021, -73.7564120555341",40.7519021,-73.75641206
00Q321,Q,4,Q321,Growing Up Green Charter School,Elementary,2,30,84,39-37 28th Street,NY,11101,Mathew Greenberg,347-642-4306,347-642-4310,"0K,01,02",Long Island City,"39-37 28th Street,NY","40.7530851, -73.935729803556",40.7530851,-73.9357298
26Q203 ,Q,4,Q203,P.S. 203 OAKLAND GARDENS,Elementary,1,26,26,53-11 SPRINGFIELD BOULEVARD,NY,11364,CAROLE NUSSBAUM,718-423-8652,718-423-8713,"PK,0K,01,02,03,04,05,SE",QUEENS,"53-11 SPRINGFIELD BOULEVARD,NY","40.75342325, -73.7599310589207",40.75342325,-73.75993106
30Q280,Q,4,Q280,P.S. 280,Elementary,1,30,30,34-20 94TH STREET,NY,11372,Lenia Matias,718-424-9031,718-424-9093,"0K,SE",JACKSON HEIGHTS,"34-20 94TH STREET,NY","40.75354055, -73.8738704899027",40.75354055,-73.87387049
25Q244 ,Q,4,Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,Early Childhood,1,25,25,137-20 FRANKLIN AVENUE,NY,11355,IVAN TOLENTINO,718-445-5730,718-445-5856,"PK,0K,01,02,03,SE",QUEENS,"137-20 FRANKLIN AVENUE,NY","40.75457425, -73.8261644039882",40.75457425,-73.8261644
30Q501 ,Q,4,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,High school,1,30,30,35-12 35TH AVENUE,NY,11106,DONNA FINN,718-361-9920,718-361-9995,"09,10,11,12",QUEENS,"35-12 35TH AVENUE,NY","40.75609495, -73.9251900033965",40.75609495,-73.92519
26Q158 ,Q,4,Q158,M.S. 158 MARIE CURIE,Junior High-Intermediate-Middle,1,26,26,46-35 OCEANIA STREET,NY,11361,MARIE NAPPI,718-423-8100,718-423-8135,"06,07,08,SE",QUEENS,"46-35 OCEANIA STREET,NY","40.75637445, -73.7723056438021",40.75637445,-73.77230564
75Q811 ,Q,4,Q811,P.S. Q811,K-12 all grades,1,26,75,61-25 MARATHON PARKWAY,NY,11362,PENNY RYAN,718-224-8060,718-224-5914,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,"61-25 MARATHON PARKWAY,NY","40.7564394, -73.7286440828497",40.7564394,-73.72864408
30Q227 ,Q,4,Q227,I.S. 227 LOUIS ARMSTRONG,Junior High-Intermediate-Middle,1,30,30,32-02 JUNCTION BOULEVARD,NY,11369,WILLIAM FAHEY,718-335-7500,718-779-7186,"05,06,07,08,SE",QUEENS,"32-02 JUNCTION BOULEVARD,NY","40.7583815, -73.8747018",40.7583815,-73.8747018
25Q020 ,Q,4,Q020,P.S. 020 JOHN BOWNE,Elementary,1,25,25,142-30 BARCLAY AVENUE,NY,11355,Victoria Hart,718-359-0321,718-358-0762,"PK,0K,01,02,03,04,05,SE",QUEENS,"142-30 BARCLAY AVENUE,NY","40.7584232, -73.8239545780426",40.7584232,-73.82395458
26Q221 ,Q,4,Q221,P.S. 221 NORTH HILLS,Elementary,1,26,26,57-40 MARATHON PARKWAY,NY,11362,Sheelia Twomey,718-423-8825,718-423-8841,"PK,0K,01,02,03,04,05,SE",QUEENS,"57-40 MARATHON PARKWAY,NY","40.7586372, -73.7312549738124",40.7586372,-73.73125497
30Q010 ,Q,4,Q010,I.S. 010 HORACE GREELEY,Junior High-Intermediate-Middle,1,30,30,45-11 31ST AVE,NY,11103,CLEMENTE LOPES,718-278-7054,718-274-1578,"06,07,08,SE",QUEENS,"45-11 31ST AVE,NY","40.75971455, -73.9122995",40.75971455,-73.9122995
84Q359,Q,4,Q359,Academy of the City Charter School,Elementary,2,30,84,36-14 12TH STREET,NY,11106,,,,"0K,01,SE",QUEENS,"36-14 12TH STREET,NY","40.7603303, -73.9396949181692",40.7603303,-73.93969492
25Q189 ,Q,4,Q189,J.H.S. 189 DANIEL CARTER BEARD,Junior High-Intermediate-Middle,1,25,25,144-80 BARCLAY AVENUE,NY,11355,Cindy Diaz-Burgos,718-359-6676,718-358-0155,"06,07,08,SE",QUEENS,"144-80 BARCLAY AVENUE,NY","40.7603439, -73.8180769",40.7603439,-73.8180769
25Q263 ,Q,4,Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,High school,1,25,25,144-80 BARCLAY AVENUE,NY,11355,JOSEPH LUFT,718-463-2348,718-463-3514,"09,10,11,12,SE",QUEENS,"144-80 BARCLAY AVENUE,NY","40.7603439, -73.8180769",40.7603439,-73.8180769
25Q022 ,Q,4,Q022,P.S. 022 THOMAS JEFFERSON,Elementary,1,25,25,153-33 SANFORD AVENUE,NY,11355,PRISCILLA MILITO,718-762-4141,718-358-1260,"PK,0K,01,02,03,04,05,SE",QUEENS,"153-33 SANFORD AVENUE,NY","40.76170185, -73.8109856707697",40.76170185,-73.81098567
26Q067 ,Q,4,Q067,J.H.S. 067 LOUIS PASTEUR,Junior High-Intermediate-Middle,1,26,26,51-60 MARATHON PARKWAY,NY,11362,Zoi McGrath,718-423-8138,718-423-8281,"06,07,08,SE",QUEENS,"51-60 MARATHON PARKWAY,NY","40.7624569, -73.7343422453279",40.7624569,-73.73434225
02M625 ,M,1,M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,High school,1,2,2,439 WEST 49TH STREET,NY,10019,JEROD RESNICK,212-245-5925,212-265-1552,"09,10,11,12,SE",MANHATTAN,"439 WEST 49TH STREET,NY","40.76367915, -73.9903460995945",40.76367915,-73.9903461
02M393 ,M,1,M393,THE BUSINESS OF SPORTS SCHOOL,High school,1,2,2,439 WEST 49TH STREET,NY,10019,JOSHUA SOLOMON,212-246-2183,212-246-2913,"09,10,SE",MANHATTAN,"439 WEST 49TH STREET,NY","40.76367915, -73.9903460995945",40.76367915,-73.9903461
02M507,M,1,M507,Urban Assembly Gateway School for Technology,High school,1,2,2,439 WEST 49TH STREET,NY,10019,April McKoy,718-935-3523,,"09,10,11,12,SE",MANHATTAN,"439 WEST 49TH STREET,NY","40.76367915, -73.9903460995945",40.76367915,-73.9903461
02M059 ,M,1,M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,Elementary,1,2,2,213 EAST 63RD STREET,NY,10065,ADELE SCHROETER,212-888-7870,212-888-7872,"0K,01,02,03,04,05,SE",NEW YORK,"213 EAST 63RD STREET,NY","40.76391235, -73.9639757382143",40.76391235,-73.96397574
02M217 ,M,1,M217,P.S./I.S. 217 ROOSEVELT ISLAND,K-8,1,2,2,645 MAIN STREET,NY,10044,MANDANA BECKMAN,212-980-0294,212-980-1192,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"645 MAIN STREET,NY","40.7639554, -73.948230553196",40.7639554,-73.94823055
75M035 ,M,1,M035,P.S. 035,K-12 all grades,1,2,75,317 WEST  52ND STREET,NY,10019,MARTA ROJO,212-247-4307,212-315-2814,"01,02,03,04,05,06,07,08,09,10,11,12,SE",MANHATTAN,"317 WEST  52ND STREET,NY","40.7641868, -73.9858716032156",40.7641868,-73.9858716
25Q460 ,Q,4,Q460,FLUSHING HIGH SCHOOL,High school,1,25,25,35-01 UNION STREET,NY,11354,Carl Hudson,718-888-7500,718-886-4255,"09,10,11,12,SE",QUEENS,"35-01 UNION STREET,NY","40.76494565, -73.8265815714178",40.76494565,-73.82658157
30Q450 ,Q,4,Q450,LONG ISLAND CITY HIGH SCHOOL,High school,1,30,30,14-30 BROADWAY,NY,11106,Maria Mamo Vacacela,718-545-7095,718-545-2980,"09,10,11,12,SE",QUEENS,"14-30 BROADWAY,NY","40.76538245, -73.9330317683768",40.76538245,-73.93303177
02M288 ,M,1,M288,FOOD AND FINANCE HIGH SCHOOL,High school,1,2,2,525 WEST  50TH STREET,NY,10019,ROGER TURGEON,212-586-2943,212-586-4205,"09,10,11,12,SE",MANHATTAN,"525 WEST  50TH STREET,NY","40.7655507, -73.9935843",40.7655507,-73.9935843
02M296 ,M,1,M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,High school,1,2,2,525 WEST  50TH STREET,NY,10019,MATTHEW CORALLO,212-586-1819,212-586-2713,"09,10,11,12,SE",MANHATTAN,"525 WEST  50TH STREET,NY","40.7655507, -73.9935843",40.7655507,-73.9935843
02M300 ,M,1,M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,",High school,1,2,2,525 WEST  50TH STREET,NY,10019,Matthew Willoughby,212-586-0981,212-586-1731,"09,10,11,12,SE",MANHATTAN,"525 WEST  50TH STREET,NY","40.7655507, -73.9935843",40.7655507,-73.9935843
02M303 ,M,1,M303,"FACING HISTORY SCHOOL, THE",High school,1,2,2,525 WEST  50TH STREET,NY,10019,"SMITH, GILLIAN",212-757-2680,212-757-2156,"09,10,11,12,SE",MANHATTAN,"525 WEST  50TH STREET,NY","40.7655507, -73.9935843",40.7655507,-73.9935843
02M542 ,M,1,M542,MANHATTAN BRIDGES HIGH SCHOOL,High school,1,2,2,525 WEST  50TH STREET,NY,10019,MIRZA SANCHEZ MEDINA,212-757-5274,212-757-5411,"09,10,11,12,SE",MANHATTAN,"525 WEST  50TH STREET,NY","40.7655507, -73.9935843",40.7655507,-73.9935843
02M544 ,M,1,M544,INDEPENDENCE HIGH SCHOOL,High school,1,2,2,850 10TH AVENUE,NY,10019,RON SMOLKIN,212-262-8067,212-262-8110,"10,11,12",MANHATTAN,"850 10TH AVENUE,NY","40.7680257, -73.9891224",40.7680257,-73.9891224
14K297 ,K,2,K297,P.S. 297 ABRAHAM STOCKTON,Elementary,1,14,14,700 PARK AVENUE,NY,11206,JAMES BROWN,718-388-4581,718-302-2315,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"700 PARK AVENUE,NY","40.7694719, -73.9653492",40.7694719,-73.9653492
14K734,,3,K734,The Ethical Community Charter School (TECCS),Elementary,2,14,84,700 PARK AVENUE,NY,11206,Ann Mooney,718-599-2176,718-599-2814,"0K,01,02",BROOKLYN,"700 PARK AVENUE,NY","40.7694719, -73.9653492",40.7694719,-73.9653492
02M158 ,M,1,M158,P.S. 158 BAYARD TAYLOR,Elementary,1,2,2,1458 YORK AVENUE,NY,10075,Darryl Alhadeff,212-744-6562,212-772-8424,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"1458 YORK AVENUE,NY","40.7703792, -73.9506935",40.7703792,-73.9506935
02M267,M,1,M267,P.S. 267,Elementary,1,2,2,1458 YORK AVENUE,NY,10075,"MCEVOY, MEDEA",917-432-5413,917-432-5419,"0K,SE",MANHATTAN,"1458 YORK AVENUE,NY","40.7703792, -73.9506935",40.7703792,-73.9506935
26Q094 ,Q,4,Q094,P.S. 094 DAVID D. PORTER,Elementary,1,26,26,41-77 LITTLE NECK PARKWAY,NY,11363,JOANN BARBEOSCH,718-423-8491,718-423-8531,"0K,01,02,03,04,05",QUEENS,"41-77 LITTLE NECK PARKWAY,NY","40.7712141, -73.7388279",40.7712141,-73.7388279
30Q286 ,Q,4,Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",Junior High-Intermediate-Middle,1,30,30,23-15 NEWTOWN AVENUE,NY,11102,LAURA A MITCHELL,718-267-2839,718-728-0218,"06,07,08,09,10,SE",QUEENS,"23-15 NEWTOWN AVENUE,NY","40.7713666, -73.9243065914417",40.7713666,-73.92430659
03M485 ,M,1,M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART A,High school,1,3,3,100 AMSTERDAM AVENUE,NY,10023,Kim Bruno,212-496-0700,212-724-5748,"09,10,11,12",MANHATTAN,"100 AMSTERDAM AVENUE,NY","40.77418495, -73.9859719946164",40.77418495,-73.98597199
03M283 ,M,1,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,High school,1,3,3,122 AMSTERDAM AVENUE,NY,10023,EVELYN COLLINS,212-362-2075,212-362-9031,"09,10,11,12,SE",MANHATTAN,"122 AMSTERDAM AVENUE,NY","40.7744886, -73.9852838",40.7744886,-73.9852838
03M299 ,M,1,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",High school,1,3,3,122 AMSTERDAM AVENUE,NY,10023,STEPHEN NOONAN,212-799-4064,212-799-4171,"09,10,11,12,SE",MANHATTAN,"122 AMSTERDAM AVENUE,NY","40.7744886, -73.9852838",40.7744886,-73.9852838
03M307 ,M,1,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",High school,1,3,3,122 AMSTERDAM AVENUE,NY,10023,CORDELIA VEVE,212-501-1110,212-580-0156,"09,10,11,12,SE",MANHATTAN,"122 AMSTERDAM AVENUE,NY","40.7744886, -73.9852838",40.7744886,-73.9852838
03M492 ,M,1,M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",High school,1,3,3,122 AMSTERDAM AVENUE,NY,10023,MIRIAM NIGHTENGALE,212-501-1201,212-501-1195,"09,10,11,12,SE",MANHATTAN,"122 AMSTERDAM AVENUE,NY","40.7744886, -73.9852838",40.7744886,-73.9852838
03M494 ,M,1,M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,High school,1,3,3,122 AMSTERDAM AVENUE,NY,10023,Anne Geiger,212-501-1198,917-441-3693,"09,10,11,12,SE",MANHATTAN,"122 AMSTERDAM AVENUE,NY","40.7744886, -73.9852838",40.7744886,-73.9852838
